Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
48.8228990366, 2.40747258615;"{""type"": ""Polygon"", ""coordinates"": [[[2.419942763659835, 48.824132894990115], [2.419631045746111, 48.81684899585442], [2.41599437291484, 48.816312019761945], [2.40841048787949, 48.81691955948385], [2.390363180637108, 48.8255895111203], [2.402135957082763, 48.82966605408071], [2.419942763659835, 48.824132894990115]]]}";94018;245.0;528.0;723.0;944.0;935.0;1073.0;683.31;805.589927;856.25;902.010839
48.8024495701, 2.11783301428;"{""type"": ""Polygon"", ""coordinates"": [[[2.148451542058848, 48.82859425472313], [2.151501668832208, 48.82152192917492], [2.150653060946676, 48.819020551212006], [2.16143333843833, 48.8127516924656], [2.158174736031843, 48.8101657028801], [2.163764974804601, 48.80398729629535], [2.158868045540681, 48.79905171100353], [2.168202961588282, 48.78795983242145], [2.161922007774745, 48.782212975219295], [2.148088902000632, 48.78778440375868], [2.140746611091241, 48.7929698304838], [2.124291952123905, 48.780044683582496], [2.105551854152909, 48.780664659981475], [2.084357091682566, 48.78490922447984], [2.083110098642002, 48.78859574685061], [2.070232288173603, 48.789805102928845], [2.082847679496169, 48.819330309510455], [2.089294168731003, 48.82650276341447], [2.102792416382703, 48.82343774390566], [2.112683608130123, 48.82866444796205], [2.114027244047079, 48.82061852539426], [2.1361295254364, 48.81395994560591], [2.140255392144935, 48.82428186480779], [2.148451542058848, 48.82859425472313]]]}";78646;529.0;1269.0;1958.0;2093.0;2337.0;3303.0;3040.93;2940.259119;2908.74;2923.341023
48.8087384345, 2.90348301064;"{""type"": ""Polygon"", ""coordinates"": [[[2.930163576170468, 48.8031502013934], [2.903222966395453, 48.80087709849601], [2.869091066193489, 48.791634903032424], [2.875138263143947, 48.81466451900375], [2.898878310382826, 48.80793112926786], [2.90438608662316, 48.82050305628868], [2.917540211326126, 48.8250412757575], [2.930757871975768, 48.8221494076446], [2.933758847040028, 48.81800593296702], [2.930163576170468, 48.8031502013934]]]}";77154;10.0;15.0;15.0;18.0;16.0;21.0;17.05;17.198832;28.44;29.217674
48.815046027, 2.31702387991;"{""type"": ""Polygon"", ""coordinates"": [[[2.331949018044666, 48.81703206455885], [2.329266890245795, 48.81382151862511], [2.325741175115472, 48.80956767646157], [2.319096733489871, 48.80998951579791], [2.302539576537246, 48.81107391395716], [2.300020506665128, 48.81127996945824], [2.314230375543964, 48.82231771771757], [2.331949018044666, 48.81703206455885]]]}";92049;291.0;604.0;898.0;870.0;1236.0;1759.0;2076.64;1857.635727;1648.03;1447.444919
48.7926512203, 3.13372985136;"{""type"": ""Polygon"", ""coordinates"": [[[3.162891466072891, 48.788022478840325], [3.134462753718462, 48.787352689423244], [3.138406232001173, 48.77277380955815], [3.150079747881247, 48.762753420116134], [3.141684434013458, 48.75588820570294], [3.132778617972808, 48.75437698111908], [3.132670408270104, 48.75952191158264], [3.119432464940506, 48.76193393428033], [3.125168739687566, 48.7754202990967], [3.102022089499157, 48.78592941196647], [3.103216972928825, 48.79459090788504], [3.104128151915897, 48.80866824528921], [3.114269274741812, 48.81111764570917], [3.16375147277959, 48.81849471044881], [3.165608010180387, 48.81876002305977], [3.162891466072891, 48.788022478840325]]]}";77070;9.0;13.0;29.0;18.0;33.0;30.0;32.24;32.238362;40.04;36.52116
48.8028092559, 1.76814084394;"{""type"": ""Polygon"", ""coordinates"": [[[1.791301240852528, 48.810187891170955], [1.789324753920021, 48.79801993520951], [1.78172696822943, 48.79454789540036], [1.768596377423635, 48.79892576398915], [1.768052294396316, 48.79174665360203], [1.729535444243112, 48.79831978986079], [1.748412990287378, 48.803176032695674], [1.781196285339341, 48.81647017247718], [1.791301240852528, 48.810187891170955]]]}";78513;15.0;15.0;11.0;23.0;24.0;22.0;41.59;42.295083;43.0;44.570776
48.7900280109, 3.02906843652;"{""type"": ""Polygon"", ""coordinates"": [[[3.058587704820181, 48.79863239738296], [3.040091649661023, 48.79698532616881], [3.038567135214995, 48.78250667622171], [3.028576901893593, 48.761820487409935], [3.026311908578499, 48.75837184864536], [3.006920051496826, 48.78803009851169], [3.009986361566323, 48.79638466513791], [3.01756963321434, 48.796474531178454], [3.025542633125341, 48.80899009721525], [3.036035387455366, 48.806695934476416], [3.037439268675088, 48.81550962569018], [3.051791215157681, 48.80975484396995], [3.050805708667884, 48.801802040632474], [3.058587704820181, 48.79863239738296]]]}";77400;6.0;9.0;13.0;26.0;28.0;43.0;59.0;59.155878;59.7;59.959949
48.7953602749, 2.42079317813;"{""type"": ""Polygon"", ""coordinates"": [[[2.41599437291484, 48.816312019761945], [2.432659149018044, 48.786650117781754], [2.42802641011934, 48.776141420844354], [2.41480312359213, 48.777356296092485], [2.422679521883472, 48.79209870190093], [2.408820520935483, 48.80852907121873], [2.40841048787949, 48.81691955948385], [2.41599437291484, 48.816312019761945]]]}";94002;205.0;425.0;862.0;1025.0;1002.0;2087.0;1198.02;1185.953448;1145.47;1112.85363
48.8092491498, 2.35657041783;"{""type"": ""Polygon"", ""coordinates"": [[[2.367253458573796, 48.80805324999059], [2.347891578000168, 48.8014651549652], [2.345074304665947, 48.80544918418714], [2.355779061362709, 48.81599635610251], [2.36445319719151, 48.8160665006567], [2.367253458573796, 48.80805324999059]]]}";94043;90.0;182.0;424.0;573.0;562.0;1105.0;724.17;775.648849;783.44;790.294473
48.8029384096, 2.28792274767;"{""type"": ""Polygon"", ""coordinates"": [[[2.302539576537246, 48.81107391395716], [2.30306210458985, 48.803547145717715], [2.292286773488513, 48.79602551935546], [2.271886731841246, 48.79437558783895], [2.279910230463527, 48.811001919572405], [2.290518879056209, 48.808893429802986], [2.300020506665128, 48.81127996945824], [2.302539576537246, 48.81107391395716]]]}";92020;310.0;504.0;436.0;563.0;442.0;786.0;732.12;904.369262;967.76;938.422502
48.7649412527, 3.0593753621;"{""type"": ""Polygon"", ""coordinates"": [[[3.073305226428771, 48.79691948741014], [3.085174833052078, 48.79597883642816], [3.084874773262615, 48.78778794474333], [3.078118201807558, 48.7882997367067], [3.074916727569819, 48.75688014281583], [3.069975468386093, 48.75291906373634], [3.072210847654806, 48.74403732937083], [3.083636171201558, 48.737883536114914], [3.084505023075274, 48.729640028654046], [3.083268764020968, 48.72511153562833], [3.061681070840106, 48.72874444953179], [3.061073700115049, 48.732786264601735], [3.048818161871553, 48.73709037863037], [3.050267911638313, 48.74623637568343], [3.035595264633465, 48.75110274137656], [3.020309438296458, 48.749154062624534], [3.026311908578499, 48.75837184864536], [3.028576901893593, 48.761820487409935], [3.040655966035358, 48.75987590848395], [3.046298973478776, 48.76642392134953], [3.044184308231503, 48.77270533108942], [3.048632200686806, 48.77642779792425], [3.038567135214995, 48.78250667622171], [3.040091649661023, 48.79698532616881], [3.058587704820181, 48.79863239738296], [3.073305226428771, 48.79691948741014]]]}";77433;23.0;14.0;15.0;27.0;28.0;17.0;34.89;33.942855;33.0;33.173683
48.7733350283, 1.85224951108;"{""type"": ""Polygon"", ""coordinates"": [[[1.872763367419938, 48.79859678923162], [1.865522196438096, 48.78559931941684], [1.870596370765372, 48.778551757024395], [1.863017676323239, 48.77279203242546], [1.86903204909893, 48.76547866430996], [1.867626058284667, 48.7602210329054], [1.859007442332931, 48.7596906164085], [1.846615650110137, 48.76801938615964], [1.840408042700326, 48.762974472843624], [1.825255767306488, 48.768141357211285], [1.834293384635528, 48.77578957364812], [1.836214912142586, 48.78089701677819], [1.854607323059739, 48.778629138535905], [1.871384008580622, 48.79907678543029], [1.872763367419938, 48.79859678923162]]]}";78050;6.0;0.0;4.0;18.0;5.0;19.0;18.0;18.0;18.2;18.263736
48.7798739247, 2.02929551123;"{""type"": ""Polygon"", ""coordinates"": [[[2.05019001699646, 48.7983355878731], [2.053711340267886, 48.794306620289476], [2.048114082438485, 48.78926581090388], [2.043815790683373, 48.78048664500921], [2.045948351105108, 48.7741611772719], [2.055652015772324, 48.77096056855568], [2.054162894410243, 48.76756315743506], [2.049685773215562, 48.769431664613414], [2.039726820412546, 48.76496501933725], [2.02574918342748, 48.75591537204391], [2.011170453277742, 48.76195376057223], [2.00696585236157, 48.76717182602977], [2.014985191546109, 48.77152395929218], [2.010768738230063, 48.775504779650866], [2.023533586289023, 48.77918387663262], [2.024049635815776, 48.78394129751736], [2.01914904430506, 48.79057343133659], [1.99864008741648, 48.79432737816773], [1.994318957363252, 48.79919758378066], [1.996211012915712, 48.79921224538139], [2.026963713992351, 48.79673703888364], [2.042236212522804, 48.79904372496948], [2.05019001699646, 48.7983355878731]]]}";78423;4.0;10.0;14.0;544.0;541.0;407.0;514.73;546.651344;487.4;502.797028
48.7837969624, 2.19752701931;"{""type"": ""Polygon"", ""coordinates"": [[[2.226669567516494, 48.78161053540391], [2.226572872607239, 48.77611586709139], [2.22597552411568, 48.77128459025851], [2.209963441246569, 48.769291060751236], [2.20060929548912, 48.7721939115866], [2.200695015884368, 48.7756742132335], [2.190233511243982, 48.77514864123457], [2.161922007774745, 48.782212975219295], [2.168202961588282, 48.78795983242145], [2.182954078995337, 48.79724326535508], [2.202565725967706, 48.79842813196366], [2.211657395937292, 48.78815075446867], [2.223257589928635, 48.78601363694054], [2.226669567516494, 48.78161053540391]]]}";78640;45.0;432.0;740.0;206.0;214.0;264.0;351.49;397.639376;392.66;392.10063
48.7857017056, 2.53900236362;"{""type"": ""Polygon"", ""coordinates"": [[[2.555273425365719, 48.79203851775543], [2.561964502091399, 48.787852850399354], [2.535682079676744, 48.777002460397895], [2.520224122863449, 48.776731613733666], [2.522588695510997, 48.77958748601212], [2.512183953761607, 48.780934892949595], [2.517929202310449, 48.785458267689144], [2.522339250840191, 48.78202493289176], [2.532598468236316, 48.79211566205177], [2.54603964385773, 48.79066194706101], [2.547361579966296, 48.79750302568567], [2.553735012337043, 48.79818353047046], [2.555273425365719, 48.79203851775543]]]}";94055;52.0;143.0;168.0;207.0;133.0;207.0;167.91;168.471189;198.06;214.528263
48.7731885816, 2.07579166159;"{""type"": ""Polygon"", ""coordinates"": [[[2.070232288173603, 48.789805102928845], [2.083110098642002, 48.78859574685061], [2.084357091682566, 48.78490922447984], [2.105551854152909, 48.780664659981475], [2.101557628122478, 48.75631303313983], [2.088451008442854, 48.752679098710985], [2.07847569412175, 48.753960857660424], [2.067639230633701, 48.756886796641865], [2.060952526878941, 48.762426933999905], [2.054162894410243, 48.76756315743506], [2.055652015772324, 48.77096056855568], [2.045948351105108, 48.7741611772719], [2.043815790683373, 48.78048664500921], [2.048114082438485, 48.78926581090388], [2.053711340267886, 48.794306620289476], [2.070232288173603, 48.789805102928845]]]}";78297;27.0;11.0;735.0;195.0;155.0;258.0;241.52;240.131028;267.38;280.206196
48.7761196308, 2.3382986896;"{""type"": ""Polygon"", ""coordinates"": [[[2.367372018968525, 48.77940236251996], [2.349939115747326, 48.771087468121536], [2.335858071815317, 48.773516291891546], [2.332647902418874, 48.76467637064238], [2.315765643685406, 48.7666619353928], [2.319954194673655, 48.77070935342818], [2.325788156148665, 48.7819239968424], [2.340892976069489, 48.78396576894008], [2.34360200911317, 48.791015939525465], [2.351302259135847, 48.78018794529361], [2.367372018968525, 48.77940236251996]]]}";94038;342.0;335.0;447.0;478.0;366.0;549.0;534.92;551.684344;586.06;604.75615
48.7729553551, 2.48733442725;"{""type"": ""Polygon"", ""coordinates"": [[[2.512484574180018, 48.78514304516134], [2.498137147981139, 48.77555998011413], [2.494135738866106, 48.766563836481225], [2.499470159001635, 48.76295923310094], [2.493011016571263, 48.75929025166983], [2.483481443104956, 48.75641627161036], [2.473662572459447, 48.761689269309215], [2.477201905394717, 48.762665163065996], [2.471570927486824, 48.772878741534356], [2.476954241257349, 48.78098369599016], [2.474781998291529, 48.787676958861745], [2.486992518267642, 48.784145331594104], [2.512484574180018, 48.78514304516134]]]}";94011;35.0;198.0;97.0;122.0;137.0;247.0;216.57;183.587694;216.4;184.638575
48.7657895231, 2.53199417734;"{""type"": ""Polygon"", ""coordinates"": [[[2.517929202310449, 48.785458267689144], [2.512183953761607, 48.780934892949595], [2.522588695510997, 48.77958748601212], [2.520224122863449, 48.776731613733666], [2.535682079676744, 48.777002460397895], [2.54232823047266, 48.76532704207583], [2.563160280579294, 48.76352498647744], [2.571802133321714, 48.7672664812784], [2.580783328990355, 48.76503538274816], [2.573150481101658, 48.76010167331074], [2.577116432776318, 48.75500721810621], [2.570297691385352, 48.75106457049176], [2.55701339127177, 48.75466115543772], [2.537237940241711, 48.754535790662935], [2.499470159001635, 48.76295923310094], [2.494135738866106, 48.766563836481225], [2.498137147981139, 48.77555998011413], [2.512484574180018, 48.78514304516134], [2.517102200061878, 48.78632288440308], [2.517929202310449, 48.785458267689144]]]}";94071;199.0;235.0;636.0;328.0;448.0;635.0;342.31;310.206962;279.83;301.416547
48.7351537813, 3.13522406722;"{""type"": ""Polygon"", ""coordinates"": [[[3.160894176873708, 48.755346096119126], [3.160074037677634, 48.75016286789146], [3.166154718271146, 48.748327829904305], [3.172006608389303, 48.748285050535834], [3.172381368492515, 48.74121474919513], [3.164842145655602, 48.73756458159784], [3.165599924679635, 48.733260247113975], [3.163556416410015, 48.733005309481726], [3.157323191666306, 48.732600751704474], [3.147548294834404, 48.71838941795844], [3.150424210516508, 48.71306283209629], [3.135939103045888, 48.70806630913411], [3.129807480129086, 48.708711770899406], [3.126614485356876, 48.70529855318662], [3.106601742517401, 48.713322843823754], [3.107856514680987, 48.73294663948036], [3.119432464940506, 48.76193393428033], [3.132670408270104, 48.75952191158264], [3.132778617972808, 48.75437698111908], [3.141684434013458, 48.75588820570294], [3.150079747881247, 48.762753420116134], [3.155259156342274, 48.76337282842425], [3.160894176873708, 48.755346096119126]]]}";77002;13.0;22.0;26.0;21.0;30.0;24.0;37.51;37.253424;37.0;37.212036
48.7399150358, 2.77820744727;"{""type"": ""Polygon"", ""coordinates"": [[[2.795954681140865, 48.757006544347995], [2.812479181920319, 48.74836847003244], [2.81749286842643, 48.73524472901591], [2.813180730156752, 48.72787968230529], [2.797682936808555, 48.72918452582186], [2.785918836467518, 48.71649760527846], [2.755258009561207, 48.72926738171164], [2.736164170694248, 48.75873360700411], [2.74195921855567, 48.76551176071356], [2.75234831342495, 48.76177827652409], [2.754707589043523, 48.752776769467985], [2.778249819840826, 48.74670771071571], [2.78709636665476, 48.75205983033562], [2.792142581397611, 48.75064587487967], [2.795954681140865, 48.757006544347995]]]}";77470;30.0;43.0;93.0;129.0;114.0;174.0;85.44;84.847196;120.45;146.226946
48.7501035733, 2.25252640403;"{""type"": ""Polygon"", ""coordinates"": [[[2.276191377396722, 48.75654892213081], [2.285340479557198, 48.74752472670498], [2.274551840935246, 48.74072082256988], [2.267921253202721, 48.7374436428169], [2.238204569760726, 48.73571313621852], [2.22637184099334, 48.75019856342389], [2.224224044232722, 48.758839544061374], [2.227839760192598, 48.76221569476714], [2.232920997704862, 48.76594203917553], [2.246955183511113, 48.760936030213585], [2.267233811965031, 48.76241605446342], [2.276191377396722, 48.75654892213081]]]}";91645;48.0;154.0;184.0;256.0;185.0;247.0;199.65;221.530647;237.84;285.619073
48.754380591, 1.95141750844;"{""type"": ""Polygon"", ""coordinates"": [[[1.968025934032475, 48.756120799562105], [1.957151814681669, 48.75703831512491], [1.960283345445625, 48.747624220599086], [1.953958473454379, 48.74605636618204], [1.947932171939413, 48.749138759484424], [1.937106854868426, 48.748183730687494], [1.932922396458658, 48.74989475270752], [1.931867743780706, 48.750713151051436], [1.94186113756012, 48.755700348837244], [1.952013533497478, 48.75940333368083], [1.955285306593157, 48.76454110015278], [1.964177417239915, 48.76206237366908], [1.968025934032475, 48.756120799562105]]]}";78644;0.0;11.0;117.0;86.0;86.0;62.0;15.07;15.35086;31.07;47.037001
48.7445680729, 2.48949456868;"{""type"": ""Polygon"", ""coordinates"": [[[2.473662572459447, 48.761689269309215], [2.483481443104956, 48.75641627161036], [2.493011016571263, 48.75929025166983], [2.504329468370403, 48.74369871363609], [2.510514687955969, 48.74714266304901], [2.516969925706221, 48.7385355642912], [2.510036418638413, 48.73475138452508], [2.484665280960781, 48.72913976275113], [2.473506711725044, 48.739612284468876], [2.468264073501022, 48.76228916014519], [2.473662572459447, 48.761689269309215]]]}";94044;68.0;393.0;272.0;330.0;348.0;501.0;320.49;405.301624;452.72;546.831443
48.7434409861, 2.83662686127;"{""type"": ""Polygon"", ""coordinates"": [[[2.849015796672341, 48.75597086988726], [2.849180396965715, 48.744207346433285], [2.858586084489323, 48.743831884014114], [2.856382232657428, 48.73330222035702], [2.848909377414901, 48.72974790646937], [2.837481930236111, 48.7342952251361], [2.81749286842643, 48.73524472901591], [2.812479181920319, 48.74836847003244], [2.824556762826763, 48.74994508644106], [2.834333362649255, 48.757987435962455], [2.849015796672341, 48.75597086988726]]]}";77091;2.0;16.0;3.0;1.0;6.0;6.0;4.0;4.0;4.29;4.676471
48.7403575119, 1.96577987062;"{""type"": ""Polygon"", ""coordinates"": [[[1.968025934032475, 48.756120799562105], [1.973524698429859, 48.75371040686095], [1.991599151930338, 48.74786733622488], [1.98417026106524, 48.73501182879394], [1.988534964513974, 48.729090010290626], [1.971591329777602, 48.72066460444582], [1.963685732483907, 48.725504078608736], [1.964601618431763, 48.733897377699755], [1.956640519010488, 48.73673978580848], [1.948296032984638, 48.73284470163083], [1.932045315039451, 48.74017121368273], [1.937106854868426, 48.748183730687494], [1.947932171939413, 48.749138759484424], [1.953958473454379, 48.74605636618204], [1.960283345445625, 48.747624220599086], [1.957151814681669, 48.75703831512491], [1.968025934032475, 48.756120799562105]]]}";78397;21.0;142.0;78.0;118.0;112.0;106.0;86.93;85.0;85.06;85.821865
48.7335974649, 3.02888609243;"{""type"": ""Polygon"", ""coordinates"": [[[3.061681070840106, 48.72874444953179], [3.061947996101307, 48.721862949457666], [3.055455189308191, 48.724979806000064], [3.050362023555987, 48.719570973616456], [3.04388006920159, 48.72444076852154], [3.030212470603845, 48.72296004931055], [3.018112010672412, 48.71574868534479], [3.00940904033283, 48.712338106948074], [3.005786363080355, 48.725930095355174], [2.999180022094201, 48.72796520822865], [3.013344595005321, 48.751012270436746], [3.020309438296458, 48.749154062624534], [3.035595264633465, 48.75110274137656], [3.050267911638313, 48.74623637568343], [3.048818161871553, 48.73709037863037], [3.061073700115049, 48.732786264601735], [3.061681070840106, 48.72874444953179]]]}";77469;24.0;13.0;23.0;17.0;21.0;26.0;26.62;29.831148;31.92;34.0
48.7293998798, 2.3290173299;"{""type"": ""Polygon"", ""coordinates"": [[[2.330500685123039, 48.74816562680411], [2.337286303348689, 48.74184390370016], [2.353615086905424, 48.738803097683586], [2.350119705405305, 48.734316199638535], [2.343743852898135, 48.73506317252922], [2.350388863915558, 48.72431627102246], [2.344013088285454, 48.71679895662657], [2.33701419112704, 48.70947913005599], [2.324934092077714, 48.71095332883032], [2.323980362696648, 48.72087218650531], [2.30148798041557, 48.719554526300364], [2.304104485310806, 48.72950125165537], [2.314204062027671, 48.730340011044554], [2.314003512142901, 48.73644144678997], [2.320723110109879, 48.74879417512378], [2.323673159928667, 48.75213984289308], [2.330500685123039, 48.74816562680411]]]}";91689;46.0;48.0;75.0;67.0;94.0;123.0;153.04;156.810021;164.91;173.0
48.7366256614, 2.22461798953;"{""type"": ""Polygon"", ""coordinates"": [[[2.238204569760726, 48.73571313621852], [2.241786511126885, 48.73235290238008], [2.235067071037149, 48.72758993296095], [2.228551010787802, 48.72990404207979], [2.223314929754041, 48.72505185286313], [2.212663149798924, 48.72867379101851], [2.21670498647382, 48.73803058016878], [2.204022513603132, 48.73711721173934], [2.22637184099334, 48.75019856342389], [2.238204569760726, 48.73571313621852]]]}";91312;36.0;77.0;156.0;216.0;141.0;166.0;148.99;147.832792;151.92;156.0
48.7323354121, 2.41045671423;"{""type"": ""Polygon"", ""coordinates"": [[[2.43963601516181, 48.725196700729704], [2.436018709328706, 48.724309643327466], [2.421157832848549, 48.72949247935375], [2.410767475431425, 48.72613646158259], [2.401593071816302, 48.72654675328619], [2.391407942380864, 48.722694239794635], [2.385016109048185, 48.71880329262494], [2.370746867172608, 48.72004945189652], [2.370317094941325, 48.727675395143905], [2.384986059584011, 48.72988231928068], [2.388378239690356, 48.73700305605179], [2.40270928390974, 48.738038791859665], [2.407120221586241, 48.74222674536912], [2.436970793171986, 48.74490213392078], [2.444809839329088, 48.73550654420394], [2.43963601516181, 48.725196700729704]]]}";94077;163.0;265.0;185.0;189.0;285.0;480.0;482.43;448.08636;489.71;479.520614
48.7281438327, 2.04720869141;"{""type"": ""Polygon"", ""coordinates"": [[[2.072125054941011, 48.72317299862915], [2.066867834294347, 48.71764808415038], [2.05984551573124, 48.724285861706115], [2.044838488665595, 48.722206994740525], [2.041105250893689, 48.72603727442188], [2.034120160424493, 48.72579409401789], [2.029964532953301, 48.72519843717342], [2.019096415457002, 48.741328671386434], [2.036466077533035, 48.7312229567757], [2.058357379518318, 48.73275342440967], [2.072125054941011, 48.72317299862915]]]}";78406;0.0;2.0;10.0;8.0;9.0;1.0;3.79;4.0;4.03;4.065574
48.7266664858, 1.93666875287;"{""type"": ""Polygon"", ""coordinates"": [[[1.963685732483907, 48.725504078608736], [1.960183968346052, 48.71944037897657], [1.941957127849228, 48.709342616142365], [1.937276943147502, 48.71007268569442], [1.939652548210542, 48.71888497934636], [1.916620847357712, 48.72316381829058], [1.902105580139298, 48.72149959366388], [1.906633974000794, 48.73537478830356], [1.918874781915763, 48.73315417718122], [1.92580280922673, 48.73708229191535], [1.932045315039451, 48.74017121368273], [1.948296032984638, 48.73284470163083], [1.956640519010488, 48.73673978580848], [1.964601618431763, 48.733897377699755], [1.963685732483907, 48.725504078608736]]]}";78334;10.0;9.0;5.0;11.0;22.0;34.0;32.0;32.365715;32.09;35.772295
48.7192429063, 1.61411743145;"{""type"": ""Polygon"", ""coordinates"": [[[1.620590837997894, 48.73615677019193], [1.616561891833661, 48.729899163424896], [1.620819073638293, 48.725960068962756], [1.638622751274767, 48.73198804923898], [1.64082214580759, 48.72733412066245], [1.629894561723148, 48.72149326527678], [1.633710644559923, 48.714016691643295], [1.627677477469746, 48.711110489420456], [1.610466829944807, 48.711604519669365], [1.601974942031625, 48.705075012454714], [1.596238033148542, 48.70600982935513], [1.595245185138345, 48.70930034924999], [1.586936786283411, 48.710282695083954], [1.596858973772355, 48.72110347913518], [1.601216008525523, 48.720583162890485], [1.61618233811063, 48.73639875284366], [1.620590837997894, 48.73615677019193]]]}";78283;0.0;1.0;0.0;1.0;4.0;1.0;4.22;4.252252;1.93;1.967441
48.7202600762, 1.66179315269;"{""type"": ""Polygon"", ""coordinates"": [[[1.695868806391268, 48.712989680402316], [1.689247050181684, 48.71432813750557], [1.665419317404137, 48.7056377537021], [1.648599981979969, 48.7094492793058], [1.633710644559923, 48.714016691643295], [1.629894561723148, 48.72149326527678], [1.64082214580759, 48.72733412066245], [1.638622751274767, 48.73198804923898], [1.650834017985079, 48.73568645665908], [1.667874480697071, 48.73225356280139], [1.674552662452641, 48.72689678278532], [1.687152339545937, 48.72697835656966], [1.695080303858777, 48.722508824583336], [1.695868806391268, 48.712989680402316]]]}";78006;20.0;14.0;13.0;10.0;9.0;10.0;18.34;23.650594;23.83;24.0
48.7033859983, 3.29110477539;"{""type"": ""Polygon"", ""coordinates"": [[[3.311887011704211, 48.71806174808654], [3.305410735995479, 48.711416896186904], [3.305885551376728, 48.702985918424226], [3.311039633618846, 48.701826683835485], [3.308646025154941, 48.691252799272156], [3.322255838668891, 48.687745089244494], [3.320961500356957, 48.686856948208494], [3.310699098954194, 48.68787165682074], [3.301502162587784, 48.68289572247051], [3.261184467977678, 48.687628535904715], [3.263656360381952, 48.69858041092611], [3.278296797410768, 48.693270895991375], [3.281528975198893, 48.70254334028738], [3.272211334106056, 48.70487773114677], [3.273622491697066, 48.7141743664853], [3.29128288819381, 48.728722931324015], [3.307892677586928, 48.724418371054654], [3.311887011704211, 48.71806174808654]]]}";77137;0.0;11.0;9.0;7.0;7.0;3.0;5.56;5.277778;5.0;5.058824
48.7135555893, 2.73736395639;"{""type"": ""Polygon"", ""coordinates"": [[[2.785918836467518, 48.71649760527846], [2.78442496014855, 48.715100599412104], [2.777812224639804, 48.71571993550776], [2.762095060083517, 48.70372929790149], [2.757264372369898, 48.69158888565999], [2.73104091372348, 48.697483147746944], [2.722282219917268, 48.69443759500494], [2.716050714146876, 48.69490817412576], [2.722785987009045, 48.69984059243706], [2.712510558473252, 48.70822032012541], [2.695402126999951, 48.706144194031246], [2.703328494078323, 48.72898772402947], [2.755258009561207, 48.72926738171164], [2.785918836467518, 48.71649760527846]]]}";77377;9.0;11.0;22.0;20.0;25.0;20.0;24.79;25.108178;31.33;28.666886
48.6981993746, 2.86142346248;"{""type"": ""Polygon"", ""coordinates"": [[[2.905255174095956, 48.70891446378121], [2.910019494832469, 48.70780134238856], [2.918243151004251, 48.704558082827404], [2.914858469426259, 48.70208427805999], [2.910424322734767, 48.70047000904651], [2.910947679857303, 48.69283231293761], [2.900134228057874, 48.69637569111088], [2.896158919767011, 48.69319381438686], [2.896160476205622, 48.68123314701048], [2.884838131172311, 48.68405812790146], [2.862147861223865, 48.68059504713835], [2.849862708160672, 48.68504870663731], [2.844521336329936, 48.67668228299352], [2.835033301381773, 48.67571706275241], [2.83479625388109, 48.67917138395825], [2.814274748318732, 48.683198338252346], [2.822159718576873, 48.69237369162572], [2.817808952144126, 48.69758109723506], [2.829949287420627, 48.708095765503096], [2.838358175127595, 48.70789712146645], [2.847034859850078, 48.724576392942566], [2.86152121365352, 48.72557167920062], [2.860102811854198, 48.71993963043649], [2.865186118702857, 48.71996110090897], [2.867097031116395, 48.715617605412106], [2.863880612289893, 48.709607276469704], [2.874747212363823, 48.71300969958444], [2.887405026291267, 48.708650495937746], [2.904220706204575, 48.7087596526409], [2.905255174095956, 48.70891446378121]]]}";77192;18.0;34.0;45.0;47.0;61.0;77.0;89.9;87.954545;86.0;86.73261
48.6814070516, 3.0174709314;"{""type"": ""Polygon"", ""coordinates"": [[[3.055586164148123, 48.70766708820364], [3.060151193243593, 48.69164786805684], [3.058150893404607, 48.68741587282766], [3.048753861529935, 48.68690887497564], [3.041863982051128, 48.67032350369175], [3.047985786120534, 48.67019543834205], [3.050667209364358, 48.663065062296894], [3.04566216068876, 48.65764655515356], [3.040169428437069, 48.65799544254636], [3.043728476306813, 48.65242460646575], [3.024875762730878, 48.64653294521731], [3.017426787433227, 48.646658751382716], [3.018607074059662, 48.65457458110719], [3.009656952668657, 48.663252292386225], [3.000151684650622, 48.665133761415326], [2.994397485608836, 48.66118327950421], [2.98449646362793, 48.66187865933589], [2.98474376508476, 48.66524065154505], [2.974638498423423, 48.66914684957255], [2.973799458982529, 48.67148974756939], [2.977459682590493, 48.690057819861536], [3.00940904033283, 48.712338106948074], [3.018112010672412, 48.71574868534479], [3.020119057259121, 48.703532958131], [3.037948665433106, 48.700888391435136], [3.045801867924659, 48.70664930218678], [3.055586164148123, 48.70766708820364]]]}";77527;21.0;30.0;23.0;21.0;23.0;8.0;7.18;14.327036;14.66;15.0
48.7047121069, 1.62695241982;"{""type"": ""Polygon"", ""coordinates"": [[[1.648599981979969, 48.7094492793058], [1.64070119687623, 48.69708977331429], [1.626145143705886, 48.69468859014445], [1.601974942031625, 48.705075012454714], [1.610466829944807, 48.711604519669365], [1.627677477469746, 48.711110489420456], [1.633710644559923, 48.714016691643295], [1.648599981979969, 48.7094492793058]]]}";78302;2.0;3.0;4.0;0.0;5.0;6.0;9.21;8.94873;8.97;9.0
