Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
49.0617065869, 1.92609424618;"{""type"": ""Polygon"", ""coordinates"": [[[1.960036236993038, 49.0714924838276], [1.939927233401385, 49.05467088669436], [1.944377327107791, 49.05081928573367], [1.937570438025632, 49.04829574297918], [1.916701893441436, 49.052088044006744], [1.91421102547971, 49.04575688115446], [1.908444965260945, 49.04810059268086], [1.897530421957172, 49.06164752145294], [1.899248570988221, 49.0654401078788], [1.90435477283167, 49.07468619561111], [1.923387357775512, 49.067454219333115], [1.93662744956447, 49.06849044056847], [1.953070962569983, 49.07833990967423], [1.960036236993038, 49.0714924838276]]]}";8442047.45805;14655.4883016;95348;6.96;25.85;18.89;16.9;34.8;38.78;48.72;58.67;27.84;5.97;0.99
49.0514714236, 2.09427406911;"{""type"": ""Polygon"", ""coordinates"": [[[2.120195269057656, 49.06477577243276], [2.126877088507308, 49.064005829603616], [2.103260121800524, 49.0486634429688], [2.095823729932832, 49.03615706493697], [2.090890588852462, 49.024231126017], [2.089380930657141, 49.028763063600024], [2.083566830968325, 49.0311396151847], [2.087564328263683, 49.038495498715115], [2.08116251549326, 49.04121519827132], [2.078046184270689, 49.0429876939646], [2.072129116653817, 49.04730978293641], [2.074428450481574, 49.04745024546604], [2.075909735210482, 49.049009100699756], [2.076699236734997, 49.05498211064569], [2.093733231525895, 49.068948248843895], [2.104376719245538, 49.06727176843118], [2.104600173930175, 49.060482676528906], [2.108981371527577, 49.060005855178346], [2.109892726301308, 49.06120370227332], [2.112864939289147, 49.06061602287317], [2.120195269057656, 49.06477577243276]]]}";7178041.1948;15175.2882348;95500;327.45;1723.68;2443.07;2180.3;1943.77;1683.4;1546.36;1678.99;1387.72;374.95;154.87
49.0413619635, 1.87799094188;"{""type"": ""Polygon"", ""coordinates"": [[[1.899248570988221, 49.0654401078788], [1.897530421957172, 49.06164752145294], [1.908444965260945, 49.04810059268086], [1.883211588710623, 49.033749654404026], [1.881619197299637, 49.01949855208941], [1.875569592927135, 49.0172081144237], [1.870625307680302, 49.019562212829484], [1.864389224948962, 49.01433711136023], [1.8587295581598, 49.01389255556486], [1.86443988282712, 49.02061254727604], [1.859385843832175, 49.023823493585425], [1.858756300211967, 49.03238213544849], [1.85134845412277, 49.03326823969332], [1.865150454147641, 49.057498909413006], [1.869331954095724, 49.05375701686469], [1.876733084868969, 49.055360751040105], [1.896298600214056, 49.06628312360875], [1.899248570988221, 49.0654401078788]]]}";11380819.3147;17234.8070943;95592;20.0;49.0;63.0;57.0;108.0;111.0;99.0;78.0;78.0;13.0;5.0
49.039174429, 2.69734361306;"{""type"": ""Polygon"", ""coordinates"": [[[2.718986251700286, 49.04788671925305], [2.721687920376445, 49.03463116151648], [2.708214434617999, 49.036285403112075], [2.699378966176856, 49.02885864914372], [2.686557938788263, 49.02789133464784], [2.682851815710997, 49.023963725303474], [2.669648322360735, 49.03300472094017], [2.676943334765116, 49.03376565918436], [2.677446428339108, 49.04328759129071], [2.704710428970365, 49.05069429703398], [2.714665652122866, 49.05361153278521], [2.718986251700286, 49.04788671925305]]]}";6444402.43477;11654.001953;77420;63.24;174.9;197.63;220.36;318.18;290.52;289.53;237.16;165.02;38.54;3.95
49.04593143, 2.33737187206;"{""type"": ""Polygon"", ""coordinates"": [[[2.351611584513604, 49.04501553246978], [2.349996225618747, 49.04081611650303], [2.340147271244856, 49.03839777428326], [2.337124425312352, 49.04580784367336], [2.324402095156027, 49.04456616898447], [2.321746243486963, 49.05094170274252], [2.335085867077326, 49.05133836645736], [2.351611584513604, 49.04501553246978]]]}";1544467.6166;6153.08736156;95409;18.34;64.72;72.28;100.32;100.32;93.69;97.54;59.33;32.36;4.31;2.16
49.016497904, 2.59713734093;"{""type"": ""Polygon"", ""coordinates"": [[[2.610637742538014, 49.03146143938734], [2.622608477418514, 49.015523867204145], [2.630183584654181, 49.01565757488899], [2.62726470806778, 49.0121758030667], [2.624240440889568, 49.00694961247833], [2.602698560546854, 49.00723552165594], [2.576077241105506, 49.000261794401354], [2.570686321174839, 49.00772795574423], [2.565744377189382, 49.012108430241966], [2.574205082335058, 49.01460921772339], [2.577019895129375, 49.02275084276414], [2.6011786560929, 49.03496389606736], [2.610637742538014, 49.03146143938734]]]}";9628427.96267;13423.5076624;77291;6.13;54.19;87.91;106.31;76.67;53.16;58.27;31.69;17.38;5.11;2.04
48.8725945708, 2.31248129442;"{""type"": ""Polygon"", ""coordinates"": [[[2.325918449733179, 48.869522319905315], [2.320835907210334, 48.863046958714726], [2.301876283285124, 48.86349242885414], [2.295025171250062, 48.87391273748803], [2.298102920606556, 48.878140413503374], [2.327237990515219, 48.883479182380405], [2.325918449733179, 48.869522319905315]]]}";3917537.98529;7759.84966564;75108;182.71;1557.56;2964.81;2791.85;2552.02;2314.93;2529.84;2173.46;2191.05;1386.07;744.8
48.8673030845, 2.81387962481;"{""type"": ""Polygon"", ""coordinates"": [[[2.828706662886065, 48.87824755613134], [2.823057604210889, 48.87221949623011], [2.829987449248984, 48.86717170768608], [2.826940608363352, 48.86092573556026], [2.803339931449276, 48.852823081228806], [2.802438083014649, 48.85692753904479], [2.798535141468485, 48.856367847846464], [2.800419127759853, 48.862565329585344], [2.803607237247803, 48.87694102387588], [2.825023192269565, 48.88079937524465], [2.828706662886065, 48.87824755613134]]]}";4620172.4495;9319.58623404;77268;131.0;471.0;533.0;520.0;533.0;471.0;310.0;207.0;94.0;20.0;11.0
48.8590832284, 2.11319359986;"{""type"": ""Polygon"", ""coordinates"": [[[2.124010018164926, 48.87459439930404], [2.122103226657134, 48.871011691691926], [2.134022916116797, 48.863074868099545], [2.124587337558896, 48.857536126664485], [2.122353398578174, 48.850958210457556], [2.119833460653127, 48.847608122219526], [2.10849755396368, 48.85040973753879], [2.110639537132316, 48.840854652661136], [2.103217911595555, 48.84302494587377], [2.092505996985546, 48.846410778238884], [2.095354848698737, 48.85459131023648], [2.107552617626785, 48.854382662144275], [2.103841439593998, 48.86405140706287], [2.109267434065798, 48.87273142500073], [2.1197685542969, 48.878066627879946], [2.124010018164926, 48.87459439930404]]]}";5492059.16445;12636.2175296;78350;36.99;174.57;231.28;321.04;413.12;434.37;471.64;414.99;347.95;148.05;48.4
48.864617729, 2.50976634479;"{""type"": ""Polygon"", ""coordinates"": [[[2.520421561956646, 48.87458185799262], [2.524492814241227, 48.87323532085379], [2.516251030957987, 48.867367260161686], [2.519622217403262, 48.86111192123767], [2.516061257345588, 48.85631540598419], [2.520802405942388, 48.85223413197506], [2.515566339415374, 48.85132517769515], [2.513668032705833, 48.850150075182476], [2.505475216038268, 48.857221805388036], [2.500060293008163, 48.855871754932316], [2.496164469097841, 48.86068840348103], [2.500947636625306, 48.87285787405755], [2.505662038211752, 48.87211360021416], [2.509404142017305, 48.877998296891825], [2.520421561956646, 48.87458185799262]]]}";3493770.99019;9093.51863262;93049;241.97;1037.25;1274.46;1403.6;1421.96;1276.26;1346.49;1298.65;1085.11;228.98;49.01
48.8636045502, 2.67557581199;"{""type"": ""Polygon"", ""coordinates"": [[[2.696654985309214, 48.86650979918515], [2.690948910917634, 48.865349568942], [2.690219553574486, 48.86054064266977], [2.676137039331095, 48.85806535465571], [2.682684558142762, 48.84908881601614], [2.662606216912466, 48.85013708869313], [2.662371783390217, 48.87468826421297], [2.674341363442717, 48.876622957154204], [2.681231696226578, 48.86950701524965], [2.69431746785836, 48.87506936321496], [2.696654985309214, 48.86650979918515]]]}";4920763.55135;11312.3223757;77438;93.0;390.0;391.0;326.0;325.0;428.0;481.0;531.0;372.0;65.0;10.0
48.8533927997, 2.65024071716;"{""type"": ""Polygon"", ""coordinates"": [[[2.662606216912466, 48.85013708869313], [2.66013318161282, 48.847023175035275], [2.657592441446324, 48.83970158613106], [2.658496781266725, 48.83839507791309], [2.660452359523945, 48.83534996547625], [2.665650616036689, 48.83244840256646], [2.656602677207146, 48.832365140775735], [2.656559190515621, 48.834209008912794], [2.650065300118658, 48.838616368323166], [2.648641931916719, 48.84192064142858], [2.638049821061685, 48.84542931412514], [2.629383703156686, 48.852304399622966], [2.629604080496718, 48.85733083656255], [2.638701339010751, 48.85848521103278], [2.661168843764567, 48.87419707885178], [2.662371783390217, 48.87468826421297], [2.662606216912466, 48.85013708869313]]]}";5812648.42815;12526.9708014;77468;282.34;1207.92;1659.24;1781.56;1445.75;1311.21;1285.83;1461.73;1044.56;252.62;65.98
48.8485687725, 3.08923393742;"{""type"": ""Polygon"", ""coordinates"": [[[3.110399905778375, 48.86265749446218], [3.112333439052694, 48.85641201985936], [3.118430294935679, 48.855848804168296], [3.124531189918061, 48.83834185146959], [3.106228579975142, 48.8326841157949], [3.099128731563026, 48.82984495788221], [3.08739904139473, 48.831550505325495], [3.072912448291354, 48.834801508709155], [3.06478360116756, 48.8481096691857], [3.050951928947575, 48.852801567266624], [3.056478027086377, 48.86457495333841], [3.07635717617351, 48.86675020418087], [3.080498687490319, 48.86020320263216], [3.110399905778375, 48.86265749446218]]]}";14088464.5516;15840.789018;77013;10.03;18.06;15.05;19.06;24.08;30.09;31.1;31.1;20.06;4.01;1.0
48.8464870385, 2.61919823634;"{""type"": ""Polygon"", ""coordinates"": [[[2.617001400877438, 48.86131790309033], [2.629604080496718, 48.85733083656255], [2.629383703156686, 48.852304399622966], [2.638049821061685, 48.84542931412514], [2.619195574219914, 48.8387868307369], [2.623369098505511, 48.827787177692294], [2.616371543264961, 48.825960998911185], [2.611060279583568, 48.82605481923694], [2.610743205420478, 48.8303091933401], [2.610710760273729, 48.83183805249406], [2.611187584104599, 48.84172903065271], [2.614012775419253, 48.85021556488312], [2.608973806434907, 48.858776220729574], [2.599642377564066, 48.86647750739308], [2.617001400877438, 48.86131790309033]]]}";4615044.46586;12575.4293713;77337;236.02;794.16;1025.49;1046.85;958.54;992.55;926.36;978.19;736.37;175.47;39.54
48.8581340737, 2.7189222359;"{""type"": ""Polygon"", ""coordinates"": [[[2.726862993694937, 48.859755833488855], [2.732175772263746, 48.852570219937704], [2.730779986343223, 48.85183763048446], [2.709730073773601, 48.854174566915866], [2.709646314512196, 48.86481341641728], [2.715636582538861, 48.865657007702886], [2.726862993694937, 48.859755833488855]]]}";1627636.17162;5271.64031559;77124;10.07;49.36;55.41;69.51;101.74;131.97;106.78;124.91;108.8;24.18;11.08
48.8466618381, 2.13399454713;"{""type"": ""Polygon"", ""coordinates"": [[[2.154918678509118, 48.84983444852271], [2.151469365981987, 48.848455283718614], [2.145804623032782, 48.8368632190728], [2.120755706320765, 48.836063116142874], [2.110639537132316, 48.840854652661136], [2.10849755396368, 48.85040973753879], [2.119833460653127, 48.847608122219526], [2.122353398578174, 48.850958210457556], [2.140175965051651, 48.85469535880126], [2.143638591301217, 48.86140090841449], [2.153740630055077, 48.86441216777128], [2.15062290298118, 48.85616972224559], [2.153320991002505, 48.851721534240454], [2.154918678509118, 48.84983444852271]]]}";5590678.9689;11474.1981005;78126;134.13;582.03;844.65;1248.84;1341.52;1410.55;1385.37;1199.6;1113.43;388.08;115.46
48.8461642926, 2.05526669718;"{""type"": ""Polygon"", ""coordinates"": [[[2.069652827600132, 48.85461494670627], [2.067234787379363, 48.845661400506216], [2.073331650803713, 48.84446161721876], [2.072363328500241, 48.83695936639384], [2.059749577543613, 48.82943839919382], [2.052985875024247, 48.83079766688584], [2.053494376223193, 48.83717484305144], [2.041894975018131, 48.84281991389304], [2.036219943749686, 48.8462673399395], [2.0439382349283, 48.86369753916635], [2.060261584470799, 48.85492530121815], [2.069652827600132, 48.85461494670627]]]}";5704530.98921;10669.7490731;78455;49.48;194.9;208.03;260.55;472.6;561.49;545.33;502.9;458.48;190.87;69.68
48.8436889844, 2.81712884377;"{""type"": ""Polygon"", ""coordinates"": [[[2.835648995064674, 48.86083405492902], [2.828056213487927, 48.85080752733787], [2.831654216180523, 48.84391879949591], [2.839578870622367, 48.8424172215186], [2.840968521550352, 48.83300445719424], [2.820126845311973, 48.828787044013595], [2.814440309379466, 48.83376610180942], [2.803145203559802, 48.829154499535775], [2.802521952087357, 48.8295077701968], [2.794583332853174, 48.84309223030238], [2.798535141468485, 48.856367847846464], [2.802438083014649, 48.85692753904479], [2.803339931449276, 48.852823081228806], [2.826940608363352, 48.86092573556026], [2.835648995064674, 48.86083405492902]]]}";8136613.93779;13510.7259855;77018;60.68;285.67;437.37;556.84;701.62;633.8;418.53;232.91;150.81;40.16;7.14
48.8512574738, 2.47529215635;"{""type"": ""Polygon"", ""coordinates"": [[[2.496164469097841, 48.86068840348103], [2.500060293008163, 48.855871754932316], [2.491776173113013, 48.84767288738272], [2.46714539212165, 48.83902565943153], [2.44788112515547, 48.84478343970291], [2.457938430068732, 48.84563650623848], [2.456312924937528, 48.84960403275707], [2.447159501374515, 48.851160011905336], [2.467409423427335, 48.856588249096106], [2.467978722949112, 48.860589382581466], [2.481678938129186, 48.86153504370942], [2.496164469097841, 48.86068840348103]]]}";5592409.11427;11325.4925153;94033;482.05;2074.68;3211.0;3508.96;3907.68;3748.6;3706.18;3162.41;2642.98;735.09;186.79
48.8439314444, 1.93342446756;"{""type"": ""Polygon"", ""coordinates"": [[[1.921705908075456, 48.858300385162444], [1.949922322823495, 48.8541998482086], [1.951760195724211, 48.850923664009514], [1.961319256732562, 48.85184581262175], [1.970771094911169, 48.841471778717896], [1.968518432692023, 48.83474685988934], [1.944001288961301, 48.83779459573553], [1.928142699467722, 48.823017539601395], [1.921838841796335, 48.82606135442933], [1.921491940573947, 48.834981037713675], [1.901491457072181, 48.83995149253646], [1.893458592387622, 48.84700697901325], [1.904420690578376, 48.84463894085578], [1.9069217552705, 48.84847936615718], [1.913139783247387, 48.86074195608981], [1.921705908075456, 48.858300385162444]]]}";11122889.2313;16723.4184788;78615;7.02;41.06;25.06;32.08;54.14;67.17;54.14;66.17;49.13;18.05;2.01
48.8463105516, 1.8367443455;"{""type"": ""Polygon"", ""coordinates"": [[[1.839098470136898, 48.830002054299506], [1.832644981535855, 48.833741765938505], [1.835286701821289, 48.84599279931209], [1.829132557349048, 48.849708930581926], [1.825022542150197, 48.85036277481205], [1.82439063471595, 48.853498479614466], [1.836963232093617, 48.85677369934554], [1.847915810091382, 48.85032823074057], [1.841774674659982, 48.844402395014974], [1.839098470136898, 48.830002054299506]]]}";2088863.69665;7760.60091509;78588;7.28;28.1;41.63;61.4;87.42;75.97;68.68;46.83;54.11;4.16;0.0
48.8270557265, 3.05043080189;"{""type"": ""Polygon"", ""coordinates"": [[[3.08739904139473, 48.831550505325495], [3.072078665719955, 48.82816088677719], [3.077444185738601, 48.82076072110059], [3.069355250684956, 48.80693641196026], [3.073305226332443, 48.79691948750819], [3.058587705216359, 48.7986323974581], [3.050805708152093, 48.801802040978984], [3.05179121546474, 48.80975484430317], [3.037439268843681, 48.81550962613111], [3.037253099006515, 48.818730328555525], [3.02261444015145, 48.82177803363408], [3.023185165584794, 48.82662191627992], [3.010941687773528, 48.82873636663192], [3.010520320689532, 48.83584344375798], [3.018473859459767, 48.840643521631534], [3.030936207706783, 48.83938130153667], [3.050951928947575, 48.852801567266624], [3.06478360116756, 48.8481096691857], [3.072912448291354, 48.834801508709155], [3.08739904139473, 48.831550505325495]]]}";16549921.5859;20202.600913;77320;86.57;214.7;185.82;282.51;399.04;386.62;337.83;317.05;193.03;20.66;10.33
48.837038451, 2.08097552047;"{""type"": ""Polygon"", ""coordinates"": [[[2.074368823025566, 48.85446402287025], [2.083501335830945, 48.85407999093963], [2.08064203729739, 48.85095309915473], [2.092505996985546, 48.846410778238884], [2.103217911595555, 48.84302494587377], [2.089294168229356, 48.826502763107364], [2.082847679585163, 48.81933030995699], [2.070775290364111, 48.82314270772407], [2.059749577543613, 48.82943839919382], [2.072363328500241, 48.83695936639384], [2.073331650803713, 48.84446161721876], [2.067234787379363, 48.845661400506216], [2.069652827600132, 48.85461494670627], [2.074368823025566, 48.85446402287025]]]}";6414405.35395;11947.7301833;78043;16.72;76.26;108.87;200.11;285.51;285.21;264.22;220.02;202.18;97.32;18.16
