Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
48.3141466186, 2.63885474517;"{""type"": ""Polygon"", ""coordinates"": [[[2.670659819456136, 48.32909501992224], [2.668070492336221, 48.31884232604832], [2.647503076648773, 48.29813747955781], [2.619525288806139, 48.295783169854516], [2.608473589345065, 48.30054930965935], [2.61527102971278, 48.318436494996696], [2.617220476236561, 48.32469934748823], [2.625035193251666, 48.323654518226896], [2.643456360176754, 48.332886094116354], [2.670659819456136, 48.32909501992224]]]}";12590354.7057;14103.7687708;77520;4.98;18.93;29.88;31.87;36.85;66.74;46.82;55.78;31.87;13.94;1.99
48.3157887173, 2.5658811325;"{""type"": ""Polygon"", ""coordinates"": [[[2.614730649545949, 48.33042466268444], [2.617220476236561, 48.32469934748823], [2.61527102971278, 48.318436494996696], [2.607827052344164, 48.31811291997201], [2.60221132522688, 48.31166077325076], [2.586642644888205, 48.30919652035072], [2.573562581010608, 48.30248054986429], [2.573870514825984, 48.29918871032064], [2.563259194643567, 48.30109895622811], [2.554510398975173, 48.29756426221351], [2.541152740126646, 48.30030500636389], [2.522604905346938, 48.314059458073274], [2.521327475657131, 48.32228055256612], [2.529628428942855, 48.32105265932882], [2.53527191366324, 48.32980138915134], [2.542074522838097, 48.32798172070226], [2.552008468035521, 48.323826678781], [2.557656069374624, 48.32948991330456], [2.574419643884541, 48.32695589865738], [2.577048778801208, 48.32970198289535], [2.585326539605331, 48.32381200217885], [2.600670107286638, 48.32621402877946], [2.6035119916988, 48.33066756261267], [2.614730649545949, 48.33042466268444]]]}";15941948.9007;20045.9257575;77088;51.68;106.1;120.43;168.56;200.74;211.2;190.54;121.98;95.26;15.45;2.94
48.2872378791, 2.53005134925;"{""type"": ""Polygon"", ""coordinates"": [[[2.554510398975173, 48.29756426221351], [2.548799120928664, 48.291847066427664], [2.555535953743628, 48.27930788500617], [2.544079458077426, 48.277971755955704], [2.548015594581654, 48.26895416453401], [2.540548925353435, 48.26443584765694], [2.537037638573453, 48.268767439663335], [2.524262039668085, 48.266874132352115], [2.524832320646738, 48.27170202439914], [2.518434546352257, 48.27179348287372], [2.502894292208544, 48.285153084265566], [2.502929306651926, 48.28758994179909], [2.515224089532744, 48.297013000562806], [2.522604905346938, 48.314059458073274], [2.541152740126646, 48.30030500636389], [2.554510398975173, 48.29756426221351]]]}";11648077.9713;16034.3758786;77003;3.95;9.87;13.82;18.76;29.61;37.51;31.59;24.68;24.68;2.96;1.97
48.2716219591, 2.90436511638;"{""type"": ""Polygon"", ""coordinates"": [[[2.905357203009674, 48.284840512224896], [2.920003338631772, 48.274415391220415], [2.903308122675179, 48.26083200684537], [2.893179081521768, 48.26067560178078], [2.887390483612866, 48.26580269528262], [2.900059143436895, 48.271351445745864], [2.900953852815489, 48.28626544857396], [2.905357203009674, 48.284840512224896]]]}";3066136.19689;8153.04053993;77399;2.99;6.97;11.95;14.93;19.91;17.92;14.93;17.92;9.96;0.0;0.0
48.2706983874, 2.49492905123;"{""type"": ""Polygon"", ""coordinates"": [[[2.518434546352257, 48.27179348287372], [2.505532285943453, 48.260285542228914], [2.476937155364252, 48.25832864573232], [2.473617480518136, 48.270571184567494], [2.489184481099703, 48.282690664892], [2.502894292208544, 48.285153084265566], [2.518434546352257, 48.27179348287372]]]}";6605978.8838;9821.09578302;77395;2.02;7.06;5.04;6.05;8.06;5.04;13.1;10.08;9.07;1.01;2.02
48.2533922955, 2.50748525847;"{""type"": ""Polygon"", ""coordinates"": [[[2.540548925353435, 48.26443584765694], [2.534435901971952, 48.26135343047146], [2.542166003732386, 48.25478421488049], [2.534408583992262, 48.250985420257955], [2.506253675081638, 48.238613196988766], [2.484084413179, 48.23886932158985], [2.476023659602196, 48.24456270218607], [2.478677258418704, 48.24985578369485], [2.468580329223009, 48.25534437773694], [2.476937155364252, 48.25832864573232], [2.505532285943453, 48.260285542228914], [2.518434546352257, 48.27179348287372], [2.524832320646738, 48.27170202439914], [2.524262039668085, 48.266874132352115], [2.537037638573453, 48.268767439663335], [2.540548925353435, 48.26443584765694]]]}";11009507.1897;15782.4478276;77198;0.0;3.17;9.51;11.62;11.62;22.19;15.85;13.74;8.45;3.17;2.11
48.233595835, 2.75655069635;"{""type"": ""Polygon"", ""coordinates"": [[[2.752060130920814, 48.26421465522792], [2.762685334519034, 48.254553262296945], [2.776090869553346, 48.2523257315334], [2.774377637011175, 48.24731467112175], [2.809210517450929, 48.24045693857481], [2.805517687949629, 48.22843163932564], [2.793303275143005, 48.21720540963873], [2.784116272223305, 48.21754795234542], [2.767710195318602, 48.21081366935736], [2.734244731590677, 48.21002833198376], [2.727028378505577, 48.218020653778076], [2.715484603332704, 48.215602120858975], [2.70882356550321, 48.23994234927097], [2.718043316727438, 48.23976769914765], [2.738360959388179, 48.24875246936025], [2.74934191596519, 48.243155613491666], [2.752138603629881, 48.24599591602062], [2.727925696080205, 48.257304840977824], [2.730783694445523, 48.26458767849614], [2.752060130920814, 48.26421465522792]]]}";27671642.2511;26324.6900595;77370;15.96;21.95;22.94;39.91;55.86;55.86;62.84;57.86;31.92;7.98;2.0
48.2415121319, 2.8543072792;"{""type"": ""Polygon"", ""coordinates"": [[[2.884211295176448, 48.25337267250861], [2.871050870981482, 48.24529765608233], [2.870141712132807, 48.24081476636041], [2.874972317809212, 48.2393530448062], [2.856063387789977, 48.221510960806256], [2.828796915434777, 48.23354803196249], [2.836079009838346, 48.23765250416775], [2.831877405571331, 48.24294053292244], [2.837135598089193, 48.25185573331511], [2.860463571778631, 48.25771181479053], [2.884211295176448, 48.25337267250861]]]}";9202114.33793;13194.3630655;77353;4.86;13.62;9.73;25.3;22.38;28.21;35.02;24.32;27.24;12.65;6.81
48.186948902, 2.74747303721;"{""type"": ""Polygon"", ""coordinates"": [[[2.781210015896885, 48.16727492233495], [2.771681505338514, 48.162749543522295], [2.757442050660249, 48.161054023823084], [2.749331249784685, 48.15961456404286], [2.730152176175817, 48.17352537497839], [2.710665084484989, 48.17798884473858], [2.692141803191454, 48.17279737145039], [2.689554612786537, 48.18345220753907], [2.717311893901935, 48.19823497784082], [2.722529343069894, 48.20684978309151], [2.734244731590677, 48.21002833198376], [2.767710195318602, 48.21081366935736], [2.778437635261486, 48.20523295241843], [2.776339242846902, 48.20062813063982], [2.789566740954269, 48.201205260078574], [2.795873892976756, 48.190721786509954], [2.786661906404455, 48.18923023604232], [2.781210015896885, 48.16727492233495]]]}";27319974.2045;22954.7051874;77458;111.57;248.88;241.71;224.25;345.06;401.49;385.08;324.67;240.66;59.4;27.56
48.1648847859, 2.65274268545;"{""type"": ""Polygon"", ""coordinates"": [[[2.684277902216607, 48.16897329198353], [2.676497242774833, 48.159375487316986], [2.673041953989882, 48.161202269178865], [2.667481039553637, 48.15762190936759], [2.665042677051558, 48.144347751074115], [2.653029908989171, 48.144166350534064], [2.638514078948488, 48.1432980237318], [2.63847032266577, 48.15394474118003], [2.623897240569174, 48.155268739103214], [2.622283814325605, 48.16698952474457], [2.628504584612681, 48.166505981456524], [2.635250239192535, 48.18203565317006], [2.63862848982721, 48.178106078753444], [2.648962253097454, 48.18592802519371], [2.656021402095935, 48.181609986583766], [2.670412396732773, 48.18424791566323], [2.684277902216607, 48.16897329198353]]]}";13682424.1607;16896.1098881;77110;7.81;8.79;19.54;17.58;18.56;12.7;15.63;19.54;25.4;6.84;0.0
48.1486404986, 2.70036699851;"{""type"": ""Polygon"", ""coordinates"": [[[2.749331249784685, 48.15961456404286], [2.753670500829263, 48.153046662026874], [2.755734401249156, 48.1459082532377], [2.720529672617301, 48.1368797033777], [2.705652020612175, 48.123162559642836], [2.677077054918108, 48.125824338742234], [2.66437579306535, 48.12029599138807], [2.639132435260034, 48.138872276701086], [2.653029908989171, 48.144166350534064], [2.665042677051558, 48.144347751074115], [2.667481039553637, 48.15762190936759], [2.673041953989882, 48.161202269178865], [2.676497242774833, 48.159375487316986], [2.684277902216607, 48.16897329198353], [2.692141803191454, 48.17279737145039], [2.710665084484989, 48.17798884473858], [2.730152176175817, 48.17352537497839], [2.749331249784685, 48.15961456404286]]]}";30423283.3732;23892.7172534;77099;32.0;112.01;123.01;139.02;187.02;199.02;165.02;201.02;105.01;26.0;7.0
48.1508913934, 2.59735345124;"{""type"": ""Polygon"", ""coordinates"": [[[2.622283814325605, 48.16698952474457], [2.623897240569174, 48.155268739103214], [2.63847032266577, 48.15394474118003], [2.638514078948488, 48.1432980237318], [2.653029908989171, 48.144166350534064], [2.639132435260034, 48.138872276701086], [2.603278063009697, 48.13160746820591], [2.574719322502585, 48.13128500734888], [2.570627033691446, 48.140951034212016], [2.566915214354955, 48.15188402786549], [2.552501719764909, 48.15309962725992], [2.554672239000957, 48.16714101909822], [2.576996899982337, 48.16668180585859], [2.595583147753117, 48.171208464486874], [2.622283814325605, 48.16698952474457]]]}";20386774.4012;20952.0794769;77297;11.09;12.1;10.08;17.14;27.23;40.34;23.19;18.15;15.13;2.02;2.02
48.6917023405, 2.61448303857;"{""type"": ""Polygon"", ""coordinates"": [[[2.643711624411607, 48.69438872851687], [2.639781576373815, 48.69368882170863], [2.641224809966661, 48.683007432143754], [2.65312668999877, 48.67750146074179], [2.653949178839789, 48.6701880290833], [2.642815270999052, 48.66570412939442], [2.64013642000568, 48.68245334704081], [2.623960727142735, 48.68266868162459], [2.621820813716572, 48.67657695323521], [2.610346508754961, 48.671650084665195], [2.602842928457888, 48.67257613798125], [2.597568901230854, 48.66629341526804], [2.590444297364893, 48.664205237044996], [2.583820352730705, 48.66714247468734], [2.583938489325374, 48.677268059657344], [2.581907561042971, 48.68951160640122], [2.571800260175109, 48.69199695926251], [2.574395568140798, 48.700723539735165], [2.597181666407724, 48.70128517434236], [2.604851054573458, 48.71015224639939], [2.617396184756257, 48.71311663780152], [2.649644802898165, 48.71553264797913], [2.65552599083314, 48.71290843300736], [2.655534649945463, 48.707890424724916], [2.642568661311044, 48.702925971045815], [2.643711624411607, 48.69438872851687]]]}";20014584.7278;25217.9884363;77053;239.1;756.28;1377.19;1254.35;1190.59;1042.78;913.35;858.36;606.6;172.31;32.91
48.9524477488, 2.15187423082;"{""type"": ""Polygon"", ""coordinates"": [[[2.173094351620146, 48.964135563710144], [2.177943593003308, 48.96390859146875], [2.178326169827169, 48.959583599973755], [2.173184167836815, 48.953470262404096], [2.142341322997765, 48.935166598443494], [2.128397884966429, 48.94332546284564], [2.134593138325286, 48.95741030823242], [2.140819001474776, 48.957726903641934], [2.146552458009308, 48.96538944639225], [2.173094351620146, 48.964135563710144]]]}";7098453.83522;11008.3994999;78358;109.11;635.06;1077.08;1641.57;1721.47;1560.46;1319.02;1265.85;910.96;424.97;151.17
48.9432088496, 2.99488274345;"{""type"": ""Polygon"", ""coordinates"": [[[2.997010620596616, 48.929585861381256], [2.970986930911026, 48.941675925750395], [2.984434545757246, 48.95008108820974], [2.992347961200942, 48.94755393106101], [2.997091197752357, 48.95925367758021], [2.99856650098954, 48.95928113009871], [3.014290978980261, 48.94667066993085], [3.005429026415893, 48.93951032563012], [3.009126126570891, 48.93630508665506], [2.997010620596616, 48.929585861381256]]]}";4960068.95628;10239.5821673;77300;9.87;22.7;30.6;32.57;45.4;50.34;42.44;51.33;36.52;5.92;0.99
48.935511636, 1.5428740081;"{""type"": ""Polygon"", ""coordinates"": [[[1.579162230544799, 48.95160743900867], [1.587955582823025, 48.946206523310586], [1.581411520006908, 48.940200989465815], [1.565598273736502, 48.93873741013377], [1.547601546114657, 48.919270136358534], [1.540392696798065, 48.918653537123866], [1.538445834213059, 48.92261495913048], [1.528940642826655, 48.92471551862894], [1.511153038806974, 48.92336528558503], [1.506907474300384, 48.92915317897733], [1.512195227866522, 48.93456044061734], [1.50146650476225, 48.9410206464842], [1.515920814335147, 48.94451582689353], [1.533993068810639, 48.93466168118209], [1.537720221757812, 48.94309647743327], [1.544462835063396, 48.9414976536017], [1.553321890579771, 48.94589345095811], [1.558641455646672, 48.94274619212944], [1.572009883446558, 48.95319657532382], [1.579162230544799, 48.95160743900867]]]}";9988287.22717;18701.8747471;78444;21.43;42.86;15.31;46.94;70.41;82.65;90.82;54.08;36.74;12.25;4.08
48.935854252, 1.99677001766;"{""type"": ""Polygon"", ""coordinates"": [[[2.003385438698031, 48.941302506927244], [2.008178976175226, 48.9348415354546], [2.016782650404365, 48.927824550904596], [2.016951458366861, 48.92280701392155], [2.009022877141252, 48.92073417117379], [1.999939655569138, 48.928045921957526], [1.982328012137927, 48.92885595761689], [1.978304253930677, 48.945525176707775], [1.990514678670084, 48.94678585184146], [1.99875742400129, 48.949337520749566], [2.002398166860918, 48.95410544977575], [2.003385438698031, 48.941302506927244]]]}";4942149.46629;10798.8021266;78672;19.9;126.99;189.85;238.22;325.71;352.13;315.6;349.45;256.85;81.53;31.26
48.9402507304, 1.68340625731;"{""type"": ""Polygon"", ""coordinates"": [[[1.698703971337696, 48.94359592073638], [1.705366250918366, 48.942535763164436], [1.702948152211793, 48.93625422737537], [1.673733004301756, 48.933417516378405], [1.659726857581507, 48.93252601460034], [1.665086416144703, 48.94093919683308], [1.69499936681264, 48.95240635795344], [1.691982408343387, 48.948144657119926], [1.698703971337696, 48.94359592073638]]]}";3761629.97741;9195.69866643;78647;6.02;20.08;27.1;49.19;52.2;51.2;47.18;61.24;38.15;6.02;1.0
48.9265421384, 3.2377911802;"{""type"": ""Polygon"", ""coordinates"": [[[3.260621701825164, 48.944774198488865], [3.264960048588305, 48.938749408455905], [3.258408836501191, 48.94030436507962], [3.25130444453977, 48.91554868554953], [3.239935867874124, 48.909424770161316], [3.219469846750152, 48.9132182017721], [3.205763794518025, 48.915158016], [3.20953430785429, 48.9200755885173], [3.214091580204478, 48.92081408342995], [3.217690942393494, 48.932171955499996], [3.238602856802137, 48.92769188028527], [3.239633125608358, 48.93631738765716], [3.243419125682899, 48.93657517933422], [3.238718295113446, 48.950588122278894], [3.260621701825164, 48.944774198488865]]]}";8531749.29927;16139.8243574;77057;5.0;15.0;22.0;28.0;30.0;28.0;30.0;37.0;10.0;2.0;1.0
48.9319278845, 1.87375346164;"{""type"": ""Polygon"", ""coordinates"": [[[1.885005986561867, 48.94047321387414], [1.889369319576769, 48.939528135612896], [1.885889432267443, 48.934892097994535], [1.893346850837518, 48.932852906890375], [1.900750739991084, 48.92906840063558], [1.883089607959942, 48.917146972742124], [1.878447176652349, 48.91896300060569], [1.871347260817806, 48.92378148824811], [1.854048447008669, 48.92602989621393], [1.852014733268343, 48.93443868029929], [1.858014666458978, 48.94637961334377], [1.864063202367648, 48.94349107664254], [1.869803121164732, 48.947210765068604], [1.871413686240737, 48.94144387308975], [1.885005986561867, 48.94047321387414]]]}";6465436.79133;11613.2330787;78049;13.02;39.05;41.05;50.07;94.12;104.14;124.16;110.14;94.12;32.04;4.01
48.9329232481, 2.81614400797;"{""type"": ""Polygon"", ""coordinates"": [[[2.830279206388354, 48.93363737847773], [2.805544440967739, 48.917545188979254], [2.802494691036129, 48.93281867425038], [2.806626561580726, 48.938179546095206], [2.826190286459772, 48.94531881699691], [2.833344964047274, 48.935827378579276], [2.830279206388354, 48.93363737847773]]]}";3563986.34117;8076.77982724;77498;3.85;8.67;8.67;29.85;27.92;19.26;19.26;12.52;13.48;2.89;0.0
48.9286647134, 1.7485413111;"{""type"": ""Polygon"", ""coordinates"": [[[1.768715723925146, 48.94224762621341], [1.763055629434492, 48.93704838010128], [1.767490511719864, 48.930047026417036], [1.753630495633525, 48.9236370709342], [1.749028069841573, 48.911248099384665], [1.731704042466113, 48.923289252290814], [1.729521353864762, 48.93102966292322], [1.750472172953013, 48.939151837366445], [1.756410236044756, 48.93800405919208], [1.763383757511799, 48.944091546136214], [1.768715723925146, 48.94224762621341]]]}";4842338.06842;10458.4864679;78070;3.79;12.31;12.31;13.26;21.78;27.46;26.52;19.89;16.1;0.95;0.0
48.9106942337, 1.61802594914;"{""type"": ""Polygon"", ""coordinates"": [[[1.618114925895719, 48.933081284375085], [1.645483412677098, 48.921271302266405], [1.655300088861406, 48.91296670011178], [1.650065406237622, 48.906712125827255], [1.64091378687369, 48.908482338868865], [1.635229365186651, 48.89560540340165], [1.624934503890818, 48.897304345981304], [1.622387826820052, 48.89418581705236], [1.599810946230352, 48.898143223181684], [1.59532757056768, 48.888734343146545], [1.585436539905301, 48.88808511630662], [1.583221378210065, 48.89386211567092], [1.587810862753656, 48.89612261899239], [1.58473728241539, 48.90183106352673], [1.597369012773919, 48.91556516661409], [1.601134160651598, 48.913781851055255], [1.610455220738062, 48.92763697417147], [1.607383758811472, 48.93696128794675], [1.618114925895719, 48.933081284375085]]]}";13791918.7317;18788.0733812;78192;19.23;42.51;31.37;66.8;66.8;96.15;75.91;65.79;52.63;7.08;3.04
48.9226454225, 2.24704946462;"{""type"": ""Polygon"", ""coordinates"": [[[2.272971667816591, 48.93385728550992], [2.273349137661841, 48.92687911400148], [2.257471173708871, 48.913505976424666], [2.229121872358411, 48.90600983476537], [2.220534574913126, 48.920479783629425], [2.231149079081865, 48.92778320414778], [2.247564853883005, 48.936753964851675], [2.248388981620472, 48.93388591339113], [2.258128867296956, 48.93755307163341], [2.272971667816591, 48.93385728550992]]]}";8094253.06162;11627.55743;92025;814.56;3701.41;5670.97;6003.98;6336.21;5884.4;5311.07;4574.46;3585.99;1009.65;234.54
48.9262875269, 2.18741548199;"{""type"": ""Polygon"", ""coordinates"": [[[2.199206200610236, 48.93525822627208], [2.205178903167204, 48.92205487573905], [2.199210283686519, 48.91901729223242], [2.177837754189992, 48.91596796498295], [2.16814160095825, 48.92651157703929], [2.184936262842634, 48.93717359203714], [2.199206200610236, 48.93525822627208]]]}";4240156.38774;7834.02035871;78311;293.17;1333.59;2084.86;2245.94;2324.0;2388.36;2278.95;1838.87;1407.29;337.75;79.99
48.9107941015, 1.72038382114;"{""type"": ""Polygon"", ""coordinates"": [[[1.729521353864762, 48.93102966292322], [1.731704042466113, 48.923289252290814], [1.749028069841573, 48.911248099384665], [1.731040776549395, 48.90271868904169], [1.722296191710059, 48.88954216516795], [1.717304317076186, 48.890675299833006], [1.696758758986233, 48.89966297289098], [1.700900463658787, 48.903247354753084], [1.69559095290638, 48.90559183757446], [1.702368762784693, 48.91217662252195], [1.708842169859203, 48.918156785485316], [1.712243523914495, 48.92545978957397], [1.715398043613703, 48.931844056627774], [1.72426248626309, 48.932458469355105], [1.729521353864762, 48.93102966292322]]]}";9558721.25498;13476.4257269;78020;14.58;35.0;42.78;47.64;68.06;64.17;61.25;55.42;42.78;14.58;3.89
49.1920366833, 1.70219389523;"{""type"": ""Polygon"", ""coordinates"": [[[1.715529211262088, 49.20270537638492], [1.725160490596505, 49.20074266927579], [1.725857135902237, 49.19435238606087], [1.711476054046885, 49.18247615794528], [1.711994556738972, 49.178360199144294], [1.680810261297564, 49.182826608453354], [1.680360378706332, 49.19396636200504], [1.69412042282043, 49.200519137190994], [1.694847818030931, 49.20684529466148], [1.701116340307965, 49.20822011895165], [1.706131843064906, 49.19919182873251], [1.715529211262088, 49.20270537638492]]]}";6658942.8949;11445.3120932;95119;2.96;9.87;14.8;23.69;24.67;20.73;30.6;19.74;13.82;0.0;3.95
49.1584983022, 2.17826896643;"{""type"": ""Polygon"", ""coordinates"": [[[2.188406774644529, 49.175151878515855], [2.196818753430756, 49.167016222366414], [2.192367660878699, 49.164996353554784], [2.198452376616244, 49.15663163955797], [2.192285148816624, 49.155706795439364], [2.18716140134002, 49.16341597203266], [2.185608969886359, 49.14644471433335], [2.170467453144334, 49.14059651370619], [2.165046617227592, 49.142539956153605], [2.165877468951707, 49.15594932656943], [2.159894700988519, 49.15730716373035], [2.163688476397427, 49.16633262258655], [2.171814922386177, 49.16619491608297], [2.179341528043766, 49.17034064892181], [2.179735663195932, 49.17573489374095], [2.188406774644529, 49.175151878515855]]]}";5882202.59605;13081.8207873;95304;0.0;9.32;4.14;8.29;14.5;21.76;16.58;22.79;19.68;4.14;7.25
49.14971166, 2.26999987826;"{""type"": ""Polygon"", ""coordinates"": [[[2.294008732315357, 49.151239437764346], [2.26799099344497, 49.13939240849221], [2.263993582288227, 49.136143579447285], [2.252571819257108, 49.14726872760004], [2.24134994757669, 49.151630398610735], [2.253645612397005, 49.15271008970306], [2.261986271108684, 49.15841719013533], [2.267968083646406, 49.15582204411864], [2.286459816906481, 49.1597794277457], [2.294008732315357, 49.151239437764346]]]}";4651339.77356;10043.4598616;95487;197.69;583.81;643.77;610.15;691.24;712.22;616.96;529.37;395.07;82.64;22.85
49.1341327902, 2.1349518646;"{""type"": ""Polygon"", ""coordinates"": [[[2.159710591806742, 49.13982504680654], [2.140644361913431, 49.11584642648471], [2.114460116198722, 49.12285800884436], [2.121186463964995, 49.13568548816818], [2.130713137340186, 49.1418809815795], [2.122969542019751, 49.14486140663427], [2.115845772048105, 49.14084616065709], [2.11152864421287, 49.14375142126395], [2.117512872735439, 49.147178650676906], [2.121101933932641, 49.148769752073434], [2.121948489354702, 49.1527011581752], [2.131435111310203, 49.15285339645113], [2.139269101488355, 49.14459382870913], [2.150318008142788, 49.144450425982136], [2.159710591806742, 49.13982504680654]]]}";7812421.12687;14127.1419439;95328;14.0;37.0;47.0;38.0;31.0;32.0;44.0;42.0;21.0;8.0;2.0
49.134645078, 2.10348696812;"{""type"": ""Polygon"", ""coordinates"": [[[2.11152864421287, 49.14375142126395], [2.115845772048105, 49.14084616065709], [2.122969542019751, 49.14486140663427], [2.130713137340186, 49.1418809815795], [2.121186463964995, 49.13568548816818], [2.114460116198722, 49.12285800884436], [2.108578388338012, 49.12366480976991], [2.105652595052523, 49.11350614208039], [2.09211752856018, 49.11635576700229], [2.093429586418093, 49.128121078695244], [2.088476178367259, 49.12943240342759], [2.089998521398467, 49.137412255579044], [2.085481035269889, 49.13904812883768], [2.091930983023988, 49.145716694013565], [2.084703001052982, 49.14916326118688], [2.084794551174842, 49.152715594001], [2.102873367624439, 49.15078442605619], [2.11152864421287, 49.14375142126395]]]}";7376469.04355;14145.995772;95627;6.84;26.38;25.4;31.26;41.03;55.68;46.92;52.78;36.15;13.7;0.0
49.1402158465, 2.29945076587;"{""type"": ""Polygon"", ""coordinates"": [[[2.312119458465606, 49.150174647066144], [2.322991935410908, 49.1462107093188], [2.313124579469188, 49.141119220310806], [2.320038281945422, 49.124825677011515], [2.313393728017056, 49.12276517516398], [2.299063666131915, 49.13836367516924], [2.295640460260562, 49.13445067425518], [2.278138309308488, 49.13539629080771], [2.26799099344497, 49.13939240849221], [2.294008732315357, 49.151239437764346], [2.312119458465606, 49.150174647066144]]]}";5738687.37202;12551.7840689;95052;152.69;552.26;681.6;596.87;621.3;519.61;534.72;468.22;351.2;65.57;12.26
49.1167919504, 1.75444655884;"{""type"": ""Polygon"", ""coordinates"": [[[1.766653964559084, 49.132403047291376], [1.771921814776434, 49.12954237988097], [1.767039985503718, 49.123879629331434], [1.781492195405745, 49.11810511995561], [1.776867489743164, 49.10788459032701], [1.759694847870708, 49.10280829760444], [1.75406782703348, 49.08982993337897], [1.7428107685858, 49.09452042681824], [1.74118050542248, 49.09912536579977], [1.745117918394909, 49.10771608935734], [1.738365035180111, 49.114497724789615], [1.730170797705261, 49.124697682464266], [1.741713045288032, 49.13796887208596], [1.766653964559084, 49.132403047291376]]]}";10680499.3825;14822.9488269;95270;3.89;17.52;27.26;32.12;29.2;54.51;38.94;38.94;36.02;9.73;4.87
49.0973875131, 2.18012934521;"{""type"": ""Polygon"", ""coordinates"": [[[2.209309723198106, 49.09358730339334], [2.208303230106934, 49.09096030528217], [2.194618797429438, 49.09282364388912], [2.195165015402182, 49.088570759300126], [2.183521879690349, 49.085714090847034], [2.173464476980537, 49.08812825223792], [2.159826749235439, 49.103575536848], [2.160552718692121, 49.10739856775428], [2.181026562123558, 49.10856126185606], [2.198571167556364, 49.09460903273257], [2.209309723198106, 49.09358730339334]]]}";4737798.90666;10206.7723509;95628;12.11;52.48;50.46;40.37;84.77;103.94;107.98;93.85;66.6;20.18;7.06
49.0904766183, 2.00777364586;"{""type"": ""Polygon"", ""coordinates"": [[[2.027003575291921, 49.09644128360006], [2.015924130160819, 49.07754390568785], [2.005438255298686, 49.07754105960403], [1.994813132226764, 49.08382281623545], [1.990450078546828, 49.08515863806966], [1.993765276981587, 49.102659647903195], [1.999196920673751, 49.09948332079644], [2.005216625583998, 49.102450521955504], [2.015592545579826, 49.09910773928453], [2.017698774578434, 49.101667573580464], [2.027003575291921, 49.09644128360006]]]}";5232360.94479;9518.55822772;95422;5.01;21.05;31.07;20.05;25.06;29.07;32.07;34.08;19.04;5.01;1.0
49.077481947, 2.21377200575;"{""type"": ""Polygon"", ""coordinates"": [[[2.235860357570185, 49.08739076817299], [2.233337190181666, 49.07615660485075], [2.223797875153344, 49.07541919303273], [2.216087893938111, 49.065582281425336], [2.202718736705636, 49.064910962402436], [2.189518064285735, 49.07212492991631], [2.193428185600111, 49.07368562788797], [2.206451566740185, 49.08695645284448], [2.212943693025321, 49.0860463870519], [2.213989331283377, 49.08950971112334], [2.235860357570185, 49.08739076817299]]]}";5439131.06457;10012.7895626;95392;47.72;181.94;172.99;231.66;357.91;312.17;344.99;326.09;236.62;48.71;8.95
49.0581371918, 1.51624099805;"{""type"": ""Polygon"", ""coordinates"": [[[1.521339186274678, 49.06837366047893], [1.533077859265641, 49.04761029207003], [1.531737732978429, 49.04672853840817], [1.518655491744019, 49.041114004428074], [1.50193444946449, 49.050301389470484], [1.503098462529151, 49.059177223456224], [1.509397921665805, 49.06752634034629], [1.511338862654757, 49.08328818822502], [1.5160590394696, 49.081149959777534], [1.521339186274678, 49.06837366047893]]]}";5451819.04364;11014.7394056;78503;0.0;5.85;11.71;11.71;18.54;20.49;20.49;15.61;10.73;1.95;1.95
49.0696320336, 2.4178639729;"{""type"": ""Polygon"", ""coordinates"": [[[2.441320434915299, 49.06861991761391], [2.441345568248356, 49.067558750027885], [2.426833708435846, 49.05761604469263], [2.413366854065742, 49.056159977029424], [2.407223399389355, 49.056352748504956], [2.394252432211264, 49.06875196576066], [2.40500190657854, 49.08267585839916], [2.414814166558606, 49.08025957493642], [2.422254099407328, 49.083950311505276], [2.43936333367922, 49.07526732528525], [2.441320434915299, 49.06861991761391]]]}";7292775.8619;10286.3761644;95365;6.0;35.0;37.0;40.0;62.0;46.0;55.0;52.0;25.0;6.0;3.0
49.0429243792, 2.9307850049;"{""type"": ""Polygon"", ""coordinates"": [[[2.953031964442514, 49.061345743537586], [2.951716843430586, 49.04249437765333], [2.941646309410634, 49.033339061804234], [2.946859314883329, 49.02683644378776], [2.941323701786104, 49.02034580925275], [2.916310759460482, 49.02350565400891], [2.914567280449412, 49.01822655724135], [2.900555724375202, 49.02331443171507], [2.89791577363126, 49.024451518671505], [2.904347202205049, 49.02960881741918], [2.903085289676629, 49.04005594058437], [2.907070006694682, 49.04517120056653], [2.91711781416739, 49.04338514251699], [2.919554652038941, 49.05168233496668], [2.923891997596682, 49.056309606999164], [2.933347813707971, 49.05749286467013], [2.941358215599978, 49.071390127637606], [2.942454240065439, 49.077995098237245], [2.953299211997963, 49.079384069302], [2.95708062315242, 49.07757435900517], [2.945975003128305, 49.065043603299515], [2.953031964442514, 49.061345743537586]]]}";13596283.5534;20233.9351144;77173;13.87;47.54;45.57;60.42;67.35;59.43;70.32;63.4;43.59;3.96;4.95
